id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
14551,Condo in Girona · ★4.84 · 1 bedroom · 1 bed · 1 private bath,57237,Mun,,Girona,41.9951737346185,2.8366728538073427,Private room,65,2,64,2023-09-11,0.40,1,211,9,HUTG-049542
45400,Rental unit in Begur · ★4.75 · 1 bedroom · 2 beds · 1 bath,201228,Oscar,,Begur,41.95586,3.21224,Entire home/apt,91,1,404,2023-10-20,2.55,1,328,37,
48764,Home in Torroella de Fluvià · ★4.84 · 4 bedrooms · 5 beds · 2 baths,220145,Dick And Ann,,Torroella de Fluvià,42.17604,3.03782,Entire home/apt,120,5,40,2023-08-29,0.26,1,5,6,HUTG-000207
93343,Home in L'Escala · 3 bedrooms · 5 beds · 2 baths,477826,Francisco,,L'Escala,42.10405,3.14936,Entire home/apt,173,2,0,,,1,88,0,HUTG-001447
101580,Villa in Lloret de Mar · ★4.84 · 4 bedrooms · 12 beds · 4 baths,532063,Xavier,,Lloret de Mar,41.70754,2.88858,Entire home/apt,1114,2,25,2023-09-09,0.31,1,361,3,HUTG-015230
106704,Farm stay in Llagostera · ★4.56 · 4 bedrooms · 12 beds · 4.5 baths,553059,Laura,,Llagostera,41.83841,2.93856,Entire home/apt,231,2,26,2023-07-31,0.17,5,0,2,PG-002599
121666,Home in Torroella de Montgrí · ★4.47 · 2 bedrooms · 4 beds · 1 bath,611063,Alicia,,Torroella de Montgrí,42.01023,3.19079,Entire home/apt,88,5,62,2023-11-02,0.49,1,299,14,HUTG-012492-54
121962,Farm stay in Llagostera · ★4.62 · 6 bedrooms · 11 beds · 6.5 baths,553059,Laura,,Llagostera,41.84007,2.94776,Entire home/apt,981,2,30,2023-08-25,0.23,5,363,5,PG-000599
122273,Farm stay in Llagostera · ★4.68 · 1 bedroom · 4 beds · 1 bath,553059,Laura,,Llagostera,41.84115,2.95071,Entire home/apt,124,1,44,2023-08-27,0.31,5,319,7,
122371,Home in Pals · 3 bedrooms · 5 beds · 2 baths,613396,Dolphi,,Pals,41.973393,3.174402,Entire home/apt,249,3,2,2023-08-24,0.42,1,248,2,HUTG-025420
130159,Rental unit in Blanes · ★4.88 · 2 bedrooms · 3 beds · 3 baths,632158,Francisco,,Blanes,41.6657,2.78242,Entire home/apt,92,6,27,2023-07-31,0.18,1,304,2,
131374,Home in Riudarenes · ★4.50 · 4 bedrooms · 5 beds · 3 baths,646551,Jesús,,Riudarenes,41.82211,2.71769,Entire home/apt,369,2,12,2023-05-31,0.11,3,358,2,PG000877
154339,Home in Lloret de Mar · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,2552,Barbara,,Lloret de Mar,41.74161,2.81972,Entire home/apt,127,5,3,2019-08-29,0.02,1,365,0,
794265,Home in Girona · ★4.52 · 3 bedrooms · 7 beds · 1 bath,4192751,Xenia,,Calonge,41.84256,3.09245,Entire home/apt,254,2,25,2023-09-17,0.31,1,363,6,HUTG-015555
349360,Rental unit in Girona · ★4.89 · 1 bedroom · 2 beds · 1 bath,725885,Oriol,,Girona,41.98876,2.83008,Entire home/apt,90,4,150,2023-11-03,1.07,1,116,11,HUTG-018697
359056,Home in Torroella de Montgrí · ★4.73 · 3 bedrooms · 5 beds · 2 baths,1817196,Anna,,Torroella de Montgrí,42.08148,3.11727,Entire home/apt,184,3,11,2023-08-06,0.09,4,299,1,pg-005070
168832,Home in Camallera · ★4.65 · 5 bedrooms · 8 beds · 3 baths,804674,Jordi,,Saus,42.12541,2.93686,Entire home/apt,50,7,17,2023-09-13,0.13,1,17,2,HUTG-020858
378198,Home in Tossa de Mar · ★4.74 · 4 bedrooms · 6 beds · 2 baths,1298586,Kristjan & Ana,,Tossa de Mar,41.71809,2.92824,Entire home/apt,132,2,34,2023-08-15,0.26,96,0,1,HUTG-011068
809104,Rental unit in Albons · ★4.60 · 3 bedrooms · 5 beds · 2 baths,4208003,Cristina,,Albons,42.10369,3.0823,Entire home/apt,126,1,6,2022-07-17,0.05,23,200,0,HUTG-003712
809136,Rental unit in Albons · ★5.0 · 2 bedrooms · 2 beds · 1 bath,4208003,Cristina,,Albons,42.10369,3.0823,Entire home/apt,146,1,5,2019-06-01,0.05,23,33,0,HUTG-001370
207996,Rental unit in Rupià · ★4.64 · 1 bedroom · 3 beds · 1 bath,1023612,Mercè,,Rupià,42.0178,3.01117,Entire home/apt,150,4,14,2023-08-29,0.12,2,187,3,HUTG-011718
810373,Rental unit in Roses · ★4.66 · 2 bedrooms · 3 beds · 1 bath,4261656,Lisa,,Roses,42.24734,3.1973,Entire home/apt,117,3,93,2023-10-28,0.77,1,239,7,HUTG-016748
215226,Townhouse in Castell-Platja d'Aro · ★4.83 · 3 bedrooms · 5 beds · 3.5 baths,235146583,Stefan Gabriel,,Castell-Platja d'Aro,41.79166,3.05456,Entire home/apt,220,7,6,2023-10-22,0.05,23,250,4,HUTG-023244
254100,Home in Ventalló · ★3.50 · 3 bedrooms · 4 beds · 1.5 baths,1205693,Ester,,Ventalló,42.14882,3.02667,Entire home/apt,95,1,4,2023-08-13,0.03,1,364,1,Exempt
398377,Home in Begur · ★4.74 · 1 bedroom · 1 bed · 1.5 shared baths,1989406,Mari,,Begur,41.95527,3.20726,Private room,70,2,244,2023-10-14,1.72,3,135,22,HUTG-017806
262941,Rental unit in Palafrugell · ★4.80 · 6 bedrooms · 9 beds · 4.5 baths,1379849,Inmaculada,,Palafrugell,41.92025,3.21381,Entire home/apt,500,7,41,2023-07-22,0.32,1,235,1,HUTG-049963
406360,Loft in Cadaqués · ★4.20 · 1 bedroom · 1 bath,2005696,Nieves,,Cadaqués,42.28822,3.28138,Entire home/apt,75,2,95,2023-09-17,0.75,5,209,18,HUTB-001166
406377,Loft in Cadaqués · ★4.20 · Studio · 2 beds · 1 bath,2005696,Nieves,,Cadaqués,42.29017,3.28065,Entire home/apt,75,3,90,2023-09-12,0.64,5,178,12,HUTB-001167
406398,Rental unit in Cadaqués · ★4.40 · 1 bedroom · 2 beds · 1 bath,2005696,Nieves,,Cadaqués,42.28877,3.28051,Entire home/apt,90,4,44,2023-09-17,0.32,5,149,14,HUTB-001168
822805,Rental unit in Blanes · ★4.65 · 2 bedrooms · 4 beds · 1 bath,4320039,Luis Alberto,,Blanes,41.66193,2.78325,Entire home/apt,95,2,111,2023-10-28,0.86,2,362,15,HUTB-005153
841345,Home in Els Masos de Pals · 3 bedrooms · 3 beds · 1 bath,4393990,Juan Carlos,,Pals,41.9817,3.16882,Entire home/apt,129,7,2,2019-08-13,0.03,1,358,0,
265647,Rental unit in Capmany · ★4.84 · 3 bedrooms · 5 beds · 2 baths,1393119,Can Llobet Rural,,Capmany,42.37355,2.92054,Entire home/apt,243,7,57,2023-09-29,0.45,8,297,10,PG-000455
845209,Townhouse in Banyoles · ★4.67 · 4 bedrooms · 8 beds · 2.5 baths,4412627,Duncan,,Banyoles,42.1151,2.75687,Entire home/apt,156,2,36,2023-12-15,0.27,2,343,3,HUTG-030876
419252,Home in Cruilles · ★4.66 · 4 bedrooms · 7 beds · 4 baths,1030877,Kristen,,"Cruïlles, Monells i Sant Sadurní de l'Heura",41.95543,3.01035,Entire home/apt,161,4,60,2023-08-14,0.43,3,345,6,HUTG-021814
273037,Home in Palafrugell · ★4.56 · 1 bedroom · 1 bed · 1 bath,1428767,Joelle,,Palafrugell,41.91011,3.15566,Entire home/apt,85,2,90,2023-09-03,0.65,1,365,9,HUTG-009615
424026,Rental unit in Tossa de Mar · ★4.58 · 1 bedroom · 2 beds · 1 bath,1298586,Kristjan & Ana,,Tossa de Mar,41.72036,2.93164,Entire home/apt,138,1,43,2023-10-19,0.37,96,365,7,HUTG-011072
854021,Townhouse in Serra de Daró · ★4.86 · 3 bedrooms · 5 beds · 2.5 baths,4282861,Gerusa,,Serra de Daró,42.02797,3.07338,Entire home/apt,120,2,175,2023-12-09,1.38,1,0,21,HUTG-021231
280968,Rental unit in Palamós · ★4.81 · 1 bedroom · 4 beds · 1 bath,1455476,Joseph,,Palamós,41.86124,3.14769,Entire home/apt,94,2,101,2023-10-12,0.73,1,169,17,
858015,Home in Rocabruna · ★4.50 · 3 bedrooms · 7 beds · 2 baths,1373228,Jordi,,Camprodon,42.33747,2.45288,Entire home/apt,259,2,30,2023-11-26,0.29,9,285,3,HUTG-011351
438243,Villa in Maçanet de Cabrenys · ★5.0 · 4 bedrooms · 8 beds · 2.5 baths,2176453,Esther,,Maçanet de Cabrenys,42.38554,2.744854,Entire home/apt,448,2,18,2023-08-18,0.19,2,348,6,hutg-015655
285968,Loft in Girona · ★4.76 · 1 bedroom · 1 bed · 1 bath,1488322,David,,Girona,41.9858756,2.8247884,Entire home/apt,62,3,262,2023-12-10,1.90,1,78,34,HUTG-000121
438245,Rental unit in Escala · ★4.68 · 2 bedrooms · 3 beds · 1 bath,2176194,Saltviver SL,,L'Escala,42.12328,3.13526,Entire home/apt,60,4,85,2023-09-24,0.61,1,340,11,HUTB-020267
443464,Home in Sant Jaume de Llierca · ★4.26 · 4 bedrooms · 15 beds · 3 baths,1835625,Georgina,,Sant Jaume de Llierca,42.21298,2.60775,Entire home/apt,157,2,62,2023-12-10,0.81,2,344,7,HUTG-010126
876041,Rental unit in Palamós · ★4.57 · 3 bedrooms · 7 beds · 2 baths,12346740,Raimon,,Palamós,41.85600662231445,3.141983985900879,Entire home/apt,267,1,7,2022-04-29,0.07,49,294,0,HUTG-055166
304363,Rental unit in Girona · ★4.51 · 2 bedrooms · 4 beds · 1 bath,153805,Karen,,Girona,41.98964,2.82356,Entire home/apt,80,5,111,2023-10-22,0.79,2,143,11,
879742,Condo in Lloret de Mar · ★4.52 · 3 bedrooms · 3 beds · 2 baths,4652235,Milagros,,Lloret de Mar,41.69688,2.82588,Entire home/apt,119,7,21,2023-09-16,0.17,1,336,1,HUTG-013099
445057,Condo in Escala · ★4.58 · 2 bedrooms · 12 beds · 1 bath,2211197,Montserrat,,L'Escala,42.1158,3.13593,Entire home/apt,100,2,74,2023-11-05,0.58,3,335,8,HUTG-155766
323402,Villa in Lloret de Mar · ★4.15 · 9 bedrooms · 17 beds · 6 baths,1554685,Geny,,Lloret de Mar,41.7132,2.85667,Entire home/apt,964,2,13,2023-11-04,0.26,1,315,5,HUTG-023733
459611,Rental unit in Sant Feliu de Guíxols · ★4.74 · 2 bedrooms · 3 beds · 1 bath,2281859,Gary,,Sant Feliu de Guíxols,41.79249,3.02312,Entire home/apt,67,2,54,2020-08-17,0.39,1,0,0,HUTG-18495
474284,Rental unit in Roses · ★4.42 · 2 bedrooms · 4 beds · 1 bath,1990392,Enric,,Roses,42.2441,3.19973,Entire home/apt,225,7,12,2023-08-26,0.10,1,77,3,HUTG-017359
891187,Villa in Palau-sator · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,4734897,Carles&Constanze,,Palau-sator,41.99241,3.12408,Entire home/apt,470,7,23,2023-05-26,0.22,1,314,2,HUTG-028131
891269,Cottage in Camós · ★4.82 · 7 bedrooms · 21 beds · 7.5 baths,4412627,Duncan,,Camós,42.07192,2.78614,Entire home/apt,473,2,46,2023-12-26,0.35,2,301,8,PG-000048
899668,Farm stay in Llagostera · ★4.55 · 3 bedrooms · 5 beds · 3 baths,553059,Laura,,Llagostera,41.84349,2.95241,Entire home/apt,200,2,22,2023-09-01,0.22,5,352,8,
336151,Rental unit in Girona · ★4.20 · 2 bedrooms · 2 beds · 1 bath,1711073,Marty,,Girona,41.97516,2.82959,Entire home/apt,95,2,40,2023-11-02,0.38,1,344,5,HUTB-032080
903777,Rental unit in Castell-Platja d'Aro · ★4.65 · 2 bedrooms · 3 beds · 1 bath,4597849,Ofelia,,Castell-Platja d'Aro,41.80206,3.04137,Entire home/apt,58,5,49,2023-10-10,0.39,1,340,9,HUTG-048239
478912,Home in Cadaqués · ★4.97 · 4 bedrooms · 8 beds · 3 baths,2372082,María & Rafa,,Cadaqués,42.28686,3.28938,Entire home/apt,400,7,36,2022-09-04,0.26,1,361,0,HUTG-011565
1170806,Home in Lloret de Mar · ★4.68 · 1 bedroom · 3 beds · 3 baths,6272246,Eva I Ana,,Lloret de Mar,41.70822,2.87815,Private room,65,1,207,2023-09-29,1.64,3,0,14,Exempt
479972,Home in Tossa de Mar · ★4.53 · 5 bedrooms · 10 beds · 4 baths,1298586,Kristjan & Ana,,Tossa de Mar,41.71809,2.92824,Entire home/apt,181,2,20,2023-10-08,0.14,96,237,5,HUTG-011068
484066,Rental unit in Tossa de Mar · ★4.61 · 3 bedrooms · 6 beds · 2 baths,1298586,Kristjan & Ana,,Tossa de Mar,41.71765,2.92868,Entire home/apt,243,1,69,2023-11-12,0.55,96,365,10,HUTG-011070
1171002,Home in Lloret de Mar · ★4.63 · 1 bedroom · 3 beds · 3 baths,6272246,Eva I Ana,,Lloret de Mar,41.70829,2.87827,Private room,65,1,226,2023-09-07,1.79,3,182,24,Exempt
1171096,Home in Lloret de Mar · ★4.71 · 1 bedroom · 1 bed · 3 baths,6272246,Eva I Ana,,Lloret de Mar,41.70818,2.87825,Private room,65,1,250,2023-08-31,1.97,3,180,14,Exempt
1177210,Castle in Capmany · ★4.97 · 5 bedrooms · 10 beds · 5 baths,3810507,Yves,,Capmany,42.37156,2.92094,Entire home/apt,430,2,35,2023-10-29,1.22,1,0,10,HUTG-028488
506095,Rental unit in Calonge · ★4.88 · 2 bedrooms · 4 beds · 2 baths,2494825,Maria LL,,Calonge,41.84278,3.09798,Entire home/apt,107,3,8,2023-07-02,0.06,1,101,1,HUTG-055345
913541,Rental unit in Girona · ★4.72 · 3 bedrooms · 3 beds · 1 bath,4903781,Montserrat,,Girona,41.97442,2.82248,Entire home/apt,104,3,188,2023-11-19,1.43,1,327,13,HUTG-013046l
927257,Cottage in Besalú · ★5.0 · 5 bedrooms · 8 beds · 2 baths,4989432,Maria,,Sant Ferriol,42.2128,2.68602,Entire home/apt,549,2,24,2023-10-15,0.18,1,270,6,HUTG-005669
1197111,Home in Pals · ★4.82 · 5 bedrooms · 6 beds · 2 baths,5965692,Irene,,Pals,41.9688,3.14971,Entire home/apt,99,2,124,2023-09-25,0.97,1,39,8,HUTG-014105
929857,Home in Torroella de Montgrí · ★4.69 · 5 bedrooms · 10 beds · 3.5 baths,5007417,Jordi,,Torroella de Montgrí,42.05628,3.19935,Entire home/apt,215,2,36,2023-09-10,0.32,4,358,8,
509124,Rental unit in Alp · ★3.96 · 2 bedrooms · 5 beds · 1 bath,2509252,Montaber,,Alp,42.37319,1.88685,Entire home/apt,174,1,52,2023-08-20,0.44,1,268,5,
1205757,Loft in Vidreres · ★4.81 · 1 bedroom · 1 bed · 1.5 shared baths,6586355,Montse,,Vidreres,41.79358,2.7749,Private room,38,3,63,2023-08-19,0.50,1,324,3,
516474,Home in Begur · ★4.86 · 1 bedroom · 1 bed · 1.5 shared baths,1989406,Mari,,Begur,41.95635,3.2079,Private room,55,3,77,2023-10-04,0.62,3,0,14,HUTG-017806
520236,Rental unit in Lloret de Mar · ★4.86 · 2 bedrooms · 2 beds · 3 baths,1835600,Alexander,,Lloret de Mar,41.70102,2.84636,Entire home/apt,81,3,84,2023-11-04,0.60,1,164,12,
930193,Condo in Palafrugell · ★4.74 · 2 bedrooms · 4 beds · 1 bath,5010327,Marc,,Palafrugell,41.89301,3.18716,Entire home/apt,160,5,54,2023-08-26,0.42,2,337,3,HUTG- 15851
1212820,Condo in L'Escala · ★4.47 · 1 bedroom · 2 beds · 1 bath,6620645,Myriam,,L'Escala,42.11314,3.16634,Entire home/apt,85,2,75,2023-06-04,0.58,2,348,4,
934350,Townhouse in Calonge · ★5.0 · 3 bedrooms · 5 beds · 2.5 baths,4673797,Nikodin,,Calonge,41.84072,3.09499,Entire home/apt,250,10,3,2019-08-18,0.05,1,182,0,
520607,Rental unit in Girona · ★4.95 · 3 bedrooms · 4 beds · 3.5 baths,2561441,Joan Manuel,,Girona,41.98599,2.8277,Entire home/apt,375,5,21,2023-07-02,0.19,3,267,4,HUTG-014776
520743,Condo in Santa Pau · ★4.88 · 2 bedrooms · 3 beds · 1 bath,2541570,Eugeni,,Santa Pau,42.14477,2.5005,Entire home/apt,140,2,285,2023-12-02,2.05,1,0,23,HUTG-015659
1215790,Rental unit in Palamós · ★4.11 · 3 bedrooms · 5 beds · 2 baths,3149645,Cristina,,Palamós,41.84959,3.12462,Entire home/apt,60,7,10,2018-02-18,0.08,1,4,0,
527021,Condo in Roses · ★4.89 · 2 bedrooms · 4 beds · 1 bath,2324496,Franck,,Roses,42.24713,3.18406,Entire home/apt,70,3,154,2023-11-05,1.21,1,97,18,HUTG-016278
934823,Home in Lloret de Mar · ★4.84 · 4 bedrooms · 4 beds · 4.5 baths,5043625,Alexander,,Lloret de Mar,41.71621,2.87006,Entire home/apt,400,7,25,2022-08-30,0.24,1,350,0,HUTB-015976
939377,Rental unit in Roses · ★4.92 · 2 bedrooms · 3 beds · 1 bath,5074486,Eveline,,Roses,42.24644,3.19747,Entire home/apt,110,7,25,2023-10-21,0.46,2,266,13,HUTG-159176
1222762,Home in Ordis · ★4.55 · 3 bedrooms · 4 beds · 2 baths,6404885,Maria,,Ordis,42.21859,2.90748,Entire home/apt,65,2,12,2023-08-23,0.10,1,362,4,HUTG-012585
941444,Villa in La Bisbal d'Empordà · ★4.13 · 8 bedrooms · 12 beds · 8 baths,5007417,Jordi,,Forallac,41.94509,3.0724,Entire home/apt,515,2,15,2023-08-22,0.13,4,351,2,
528521,Home in Rabós · ★4.87 · 3 bedrooms · 5 beds · 1 bath,2596794,Natacha,,Rabós,42.37955,3.02685,Entire home/apt,195,3,53,2023-08-20,0.41,4,320,2,HUTG-021835
528549,Villa in Cadaqués · ★4.96 · 8 bedrooms · 9 beds · 4.5 baths,2596935,Marion,,Cadaqués,42.27975,3.27751,Entire home/apt,495,4,28,2023-11-05,0.22,1,244,6,
1228453,Townhouse in Roses · ★4.92 · 2 bedrooms · 4 beds · 2 baths,6623729,Alex,,Roses,42.24287,3.20562,Entire home/apt,153,4,37,2023-11-04,0.54,1,7,10,HUTG-031144
533779,Condo in Castell-Platja d'Aro · ★4.95 · 1 bedroom · 2 beds · 1 bath,2623666,Elisabet,,Castell-Platja d'Aro,41.79797,3.04926,Entire home/apt,120,4,41,2023-08-04,0.29,1,268,3,HUTG-019065
941619,Rental unit in Roses · ★4.69 · 1 bedroom · 2 beds · 1 bath,5091558,Petra,,Roses,42.27005,3.1384,Entire home/apt,64,7,29,2023-09-09,0.23,13,193,5,HUTG-011422
941682,Rental unit in Lloret de Mar · ★4.69 · 1 bedroom · 3 beds · 1 bath,2509034,Melanie,,Lloret de Mar,41.70633,2.87767,Entire home/apt,110,4,13,2018-09-26,0.10,2,211,0,HUTG-008426
1229186,Rental unit in Tossa de Mar · ★4.43 · 1 bedroom · 2 beds · 1 bath,1298586,Kristjan & Ana,,Tossa de Mar,41.71813,2.93183,Entire home/apt,131,2,22,2023-06-15,0.17,96,272,1,HUTG-011067
1234785,Home in Begur · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,6732502,Emmanuelle,,Begur,41.95149,3.20411,Entire home/apt,335,10,3,2023-08-02,0.11,1,179,1,HUTG-026895
1235226,Guesthouse in Blanes · ★4.72 · 1 bedroom · 1 bed · 1 bath,6734387,Encarna,,Blanes,41.675,2.78827,Entire home/apt,89,2,303,2022-09-16,2.39,1,269,0,HUTG-057866
1236131,Rental unit in Tossa de Mar · ★4.47 · 1 bedroom · 2 beds · 1 bath,1298586,Kristjan & Ana,,Tossa de Mar,41.72165,2.93347,Entire home/apt,134,1,15,2021-08-25,0.13,96,7,0,HUTG-011065
1242933,Home in Palamós · ★4.74 · 2 bedrooms · 3 beds · 1 bath,6774688,Marta,,Palamós,41.85573,3.12987,Entire home/apt,121,2,34,2023-08-03,0.27,1,223,2,HUTG-019098
952327,Rental unit in Cadaqués · ★4.71 · 4 bedrooms · 6 beds · 1.5 baths,5169407,Marijke,,Cadaqués,42.28877,3.27634,Entire home/apt,335,2,38,2023-10-29,0.48,2,320,14,HUTB-007068
952410,Cottage in Camallera · ★4.36 · 5 bedrooms · 10 beds · 4 baths,510257,Isabel,,Saus,42.12237,2.93773,Entire home/apt,235,5,11,2023-08-13,0.11,1,357,1,HUTG-021577
537046,Home in Castell-Platja d'Aro · ★4.03 · 2 bedrooms · 4 beds · 1 bath,2637736,Ana,,Castell-Platja d'Aro,41.83088,3.07543,Entire home/apt,115,2,36,2023-08-20,0.26,1,365,3,HUTG-025631
1243138,Rental unit in L'Escala · ★4.71 · 2 bedrooms · 3 beds · 1 bath,6775668,Maria Teresa,,L'Escala,42.12483,3.13407,Entire home/apt,60,2,248,2023-11-01,1.98,1,277,28,HUTG-013861
1250062,Townhouse in Platja d'Aro · ★5.0 · 4 bedrooms · 6 beds · 2.5 baths,6811852,Olga,,Castell-Platja d'Aro,41.82205,3.06874,Entire home/apt,365,2,3,2022-07-21,0.10,2,328,0,HUTG-025234
1251914,Condo in Calonge · ★4.75 · 1 bedroom · 3 beds · 1 bath,6691762,Oriol,,Calonge,41.83616,3.09261,Entire home/apt,100,2,114,2023-11-01,0.91,3,284,20,HUTG-024990
1252013,Cottage in Quart · ★4.79 · 2 bedrooms · 6 beds · 1.5 baths,6843002,Homayun,,Quart,41.94759,2.84242,Entire home/apt,315,2,19,2023-04-30,0.15,3,348,1,HUTG-014655
1257692,Home in Ullà · ★4.30 · 3 bedrooms · 4 beds · 2 baths,2389641,Helena,,Ullà,42.04998,3.10835,Entire home/apt,225,7,10,2023-08-21,0.08,1,362,3,HUTG-029341
1262051,Rental unit in Maià de Montcal · ★4.75 · 1 bedroom · 2 beds · 1 bath,6595329,Nathan,,Maià de Montcal,42.20932,2.73697,Entire home/apt,73,2,4,2018-11-04,0.04,6,0,0,ATG-000053
1266293,Home in Santa Coloma de Farners · ★4.73 · 3 bedrooms · 5 beds · 2 baths,1406248,Anna,,Santa Coloma de Farners,41.8615,2.66052,Entire home/apt,150,14,11,2021-08-06,0.09,1,365,0,
538802,Guest suite in Portbou · ★4.68 · 1 bedroom · 2 beds · 1 private bath,2468919,Júlia,,Portbou,42.4266,3.16041,Private room,35,2,153,2023-11-11,1.11,1,175,20,
1269893,Home in Olot · ★4.98 · 3 bedrooms · 5 beds · 3 baths,6895785,Mariona,,Olot,42.18175,2.51714,Entire home/apt,220,2,103,2023-12-09,0.81,1,318,11,HUTG007256
539975,Home in Vidreres · ★4.88 · 2 bedrooms · 4 beds · 1.5 baths,1506816,Jacqueline & Xavi,,Vidreres,41.77852,2.84421,Entire home/apt,169,2,136,2023-12-10,0.97,1,0,27,HUTG-046087
955814,Rental unit in Bolvir · ★4.78 · 4 bedrooms · 6 beds · 2 baths,4603241,Manel,,Bolvir,42.42072,1.8804,Entire home/apt,185,2,81,2023-12-09,0.62,1,212,10,HUTG-012641
1271816,Rental unit in Castell-Platja d'Aro · ★3.80 · 3 bedrooms · 4 beds · 1 bath,6922285,Marie Hélène,,Castell-Platja d'Aro,41.81435,3.06558,Entire home/apt,88,7,5,2022-08-27,0.17,1,364,0,
961025,Rental unit in Sant Joan de les Abadesses · ★4.45 · 3 bedrooms · 4 beds · 1 bath,5233731,Jaume,,Sant Joan de les Abadesses,42.22258,2.26328,Entire home/apt,246,1,22,2022-05-01,0.20,1,345,0,HUTG-014438
965090,Home in Cadaqués · ★4.86 · 4 bedrooms · 6 beds · 3 baths,5261900,Victoria,,Cadaqués,42.29068,3.27756,Entire home/apt,405,6,14,2023-08-27,0.11,6,354,3,HUTG-025987
541344,Home in Palafrugell · ★4.91 · 5 bedrooms · 6 beds · 7 baths,2161783,Pepe,,Palafrugell,41.89455,3.1935,Entire home/apt,699,5,33,2023-09-10,0.26,1,127,5,HUTG-012351
1274583,Bed and breakfast in Sant Andreu del Terri · 1 bedroom · 2 beds · 1 bath,6937790,Debbie,,Cornellà del Terri,42.066,2.84464,Private room,140,1,2,2023-08-20,0.43,6,365,2,PG000798
549163,Townhouse in Tossa de Mar · ★4.0 · 3 bedrooms · 3 beds · 1.5 baths,2699942,Francesca,,Tossa de Mar,41.71829,2.90569,Entire home/apt,137,2,6,2022-08-20,0.09,1,349,0,HUTG-003850
553009,Home in Tossa de Mar · ★4.79 · 1 bedroom · 3 beds · 1.5 baths,2717895,Robby,,Tossa de Mar,41.72154,2.93579,Entire home/apt,159,3,53,2023-09-14,0.67,1,269,7,HUTG-024194
965621,Villa in l'Escala · ★5.0 · 3 bedrooms · 5 beds · 2 baths,4208003,Cristina,,L'Escala,42.12486,3.12689,Entire home/apt,128,1,4,2023-08-13,0.03,23,195,1,HUTG-011087
966925,Home in l'Escala · ★4.80 · 3 bedrooms · 4 beds · 2 baths,4208003,Cristina,,L'Escala,42.10941,3.1707,Entire home/apt,187,1,31,2023-09-26,0.24,23,174,5,HUTG-008271
1275755,Rental unit in Cadaqués · ★4.65 · 3 bedrooms · 6 beds · 2 baths,6943798,Hugues,,Cadaqués,42.28766,3.27607,Entire home/apt,150,2,311,2023-12-07,2.43,1,0,50,
1277342,Rental unit in Tamariu · ★4.48 · 2 bedrooms · 3 beds · 1 bath,4442105,Angel,,Palafrugell,41.91841,3.20487,Entire home/apt,145,4,33,2023-07-20,0.26,3,349,1,HUTG-009818
967804,Home in Empuriabrava · ★4.68 · 2 bedrooms · 4 beds · 1 bath,5280654,Gabriela,,Castelló d'Empúries,42.24275,3.12647,Entire home/apt,95,7,38,2023-08-31,0.42,16,310,5,HUTG-015004
558914,Rental unit in Lloret de Mar · 1 bedroom · 4 beds · 1.5 baths,2735347,Jose Antonio,,Lloret de Mar,41.69676,2.83216,Entire home/apt,100,14,0,,,1,365,0,HUTG-003338
1279567,Rental unit in Torroella de Montgrí · ★4.67 · 2 bedrooms · 3 beds · 1 bath,6962932,Maria,,Torroella de Montgrí,42.05429,3.20501,Entire home/apt,120,7,3,2021-08-26,0.05,1,179,0,
569528,Condo in Sant Feliu de Guixols  · ★4.63 · 2 bedrooms · 3 beds · 1 bath,2803313,Jordi,,Sant Feliu de Guíxols,41.78639,3.04153,Entire home/apt,95,2,108,2023-09-25,0.84,3,343,17,HUTG-045001
984995,Loft in Montagut i Oix · ★5.0 · 4 bedrooms · 9 beds · 4.5 baths,5399385,Maria & Stendert,,Montagut i Oix,42.24354,2.58316,Entire home/apt,543,2,6,2020-01-01,0.05,4,85,0,
991581,Guest suite in Vidreres · ★4.92 · 1 bedroom · 1 bed · 1 bath,5445384,Pilar I Jordi,,Vidreres,41.79962,2.7859,Entire home/apt,70,2,224,2023-12-17,1.73,1,287,28,HUTG-016060
1281911,Rental unit in Cadaqués · ★4.27 · 2 bedrooms · 4 beds · 2 baths,5937941,Carmen,,Cadaqués,42.28849,3.2798,Entire home/apt,100,5,11,2023-09-01,0.14,1,294,3,HUTG-063569
991817,Home in Lloret de Mar · 6 bedrooms · 15 beds · 3.5 baths,5446929,Sílvia,,Lloret de Mar,41.710081517049545,2.8894483717666337,Entire home/apt,787,7,0,,,1,90,0,
580159,Condo in Tossa de Mar · ★4.58 · 2 bedrooms · 3 beds · 1.5 baths,2854489,Marta,,Tossa de Mar,41.72356414794922,2.936445951461792,Entire home/apt,108,1,12,2023-10-04,0.09,1,348,9,HUTG-060887
582785,Home in Lloret de Mar · ★4.93 · 1 bedroom · 4 beds · 1 bath,2870007,Isabel,,Lloret de Mar,41.71319,2.85748,Entire home/apt,229,7,73,2023-09-09,0.86,1,102,14,HUTG-019030
1302826,Home in Girona · ★4.68 · 2 bedrooms · 5 beds · 2 baths,7083248,Monica,,Girona,41.98736,2.82807,Entire home/apt,130,1,480,2023-12-10,3.80,3,0,77,HUTG-014783
