,YEAR,MONTH,Assault,Break and Enter,Theft Over,Robbery,Auto Theft
0,2014,1,1367,586,103,291,240
1,2014,2,1186,483,68,286,238
2,2014,3,1256,567,62,304,319
3,2014,4,1265,627,76,304,304
4,2014,5,1519,627,88,377,303
5,2014,6,1587,606,88,295,260
6,2014,7,1400,570,94,319,354
7,2014,8,1506,630,84,258,343
8,2014,9,1513,639,83,353,308
9,2014,10,1429,665,85,424,360
10,2014,11,1462,660,90,288,345
11,2014,12,1360,556,93,258,266
