,YEAR,MONTH,Assault,Break and Enter,Theft Over,Robbery,Auto Theft
0,2018,1,1713,669,101,345,333
1,2018,2,1400,587,97,306,327
2,2018,3,1625,622,93,390,351
3,2018,4,1609,512,110,243,356
4,2018,5,1858,633,96,282,424
5,2018,6,1776,647,99,281,405
6,2018,7,1698,564,117,307,410
7,2018,8,1723,654,108,330,426
8,2018,9,1632,638,101,314,379
9,2018,10,1731,734,113,315,442
10,2018,11,1664,641,122,345,521
11,2018,12,1589,753,131,301,452
