,YEAR,MONTH,Assault,Break and Enter,Theft Over,Robbery,Auto Theft
0,2015,1,1461,513,59,293,202
1,2015,2,1235,416,71,202,204
2,2015,3,1310,512,73,269,262
3,2015,4,1456,543,82,286,273
4,2015,5,1664,550,108,316,256
5,2015,6,1584,619,98,291,287
6,2015,7,1658,624,87,288,273
7,2015,8,1547,669,100,329,324
8,2015,9,1571,643,100,298,276
9,2015,10,1587,634,95,315,337
10,2015,11,1577,595,88,329,313
11,2015,12,1504,620,83,318,261
