,YEAR,MONTH,Assault,Break and Enter,Theft Over,Robbery,Auto Theft
0,2017,1,1541,572,99,351,255
1,2017,2,1416,496,64,287,233
2,2017,3,1490,564,81,283,294
3,2017,4,1722,528,88,345,278
4,2017,5,1680,505,110,347,286
5,2017,6,1632,526,99,375,325
6,2017,7,1889,596,103,379,321
7,2017,8,1675,624,115,330,349
8,2017,9,1665,579,126,336,327
9,2017,10,1654,659,114,393,324
10,2017,11,1721,686,95,376,334
11,2017,12,1597,597,94,295,322
